is_preprint_DOI,preprint_publisher,preprint_type,preprint_created,preprint_created_year,published_DOI,diagnosis
10.31219/osf.io/r5hd9,Center for Open Science,posted-content,2019-01-28,2019,10.5281/zenodo.2550959,DataCite - Zenodo
10.31219/osf.io/5tbce,Center for Open Science,posted-content,2019-01-28,2019,10.5281/zenodo.2550981,DataCite - Zenodo
10.31219/osf.io/ykmqh,Center for Open Science,posted-content,2019-01-28,2019,10.5281/zenodo.2551684,DataCite - Zenodo
10.31219/osf.io/wfhyp,Center for Open Science,posted-content,2019-01-28,2019,10.5281/zenodo.2551709,DataCite - Zenodo
10.31219/osf.io/2ktwx,Center for Open Science,posted-content,2019-01-28,2019,10.5281/zenodo.2551717,DataCite - Zenodo
10.31219/osf.io/p57ka,Center for Open Science,posted-content,2019-01-28,2019,10.5281/zenodo.2551737,DataCite - Zenodo
10.31219/osf.io/zfdrv,Center for Open Science,posted-content,2019-01-30,2019,10.5281/zenodo.2553132,DataCite - Zenodo
10.31219/osf.io/kems3,Center for Open Science,posted-content,2019-01-31,2019,10.5281/zenodo.2553686,DataCite - Zenodo
10.31219/osf.io/ka68p,Center for Open Science,posted-content,2019-02-01,2019,10.5281/zenodo.2555051,DataCite - Zenodo
10.31219/osf.io/n8czw,Center for Open Science,posted-content,2019-02-01,2019,10.5281/zenodo.2555061,DataCite - Zenodo
10.31219/osf.io/z23wf,Center for Open Science,posted-content,2019-02-01,2019,10.5281/zenodo.2555072,DataCite - Zenodo
10.31219/osf.io/kytsf,Center for Open Science,posted-content,2019-02-01,2019,10.5281/zenodo.2555113,DataCite - Zenodo
10.31219/osf.io/39kq8,Center for Open Science,posted-content,2019-02-02,2019,10.5281/zenodo.2555508,DataCite - Zenodo
10.31219/osf.io/vc5pt,Center for Open Science,posted-content,2019-02-04,2019,10.5281/zenodo.2556437,DataCite - Zenodo
10.31219/osf.io/krqgx,Center for Open Science,posted-content,2019-02-04,2019,10.5281/zenodo.2556441,DataCite - Zenodo
10.31219/osf.io/bvpyd,Center for Open Science,posted-content,2019-02-04,2019,10.5281/zenodo.2556480,DataCite - Zenodo
10.31219/osf.io/7jbd4,Center for Open Science,posted-content,2019-02-04,2019,10.5281/zenodo.2556488,DataCite - Zenodo
10.31219/osf.io/65zkw,Center for Open Science,posted-content,2019-02-06,2019,10.5281/zenodo.2558115,DataCite - Zenodo
10.31219/osf.io/vt53d,Center for Open Science,posted-content,2019-02-07,2019,10.5281/zenodo.2558615,DataCite - Zenodo
10.31228/osf.io/c8ysq,Center for Open Science,posted-content,2019-02-10,2019,10.5281/zenodo.2561171,DataCite - Zenodo
10.31228/osf.io/xbfr9,Center for Open Science,posted-content,2019-02-10,2019,10.5281/zenodo.2561173,DataCite - Zenodo
10.31228/osf.io/jq3h7,Center for Open Science,posted-content,2019-02-10,2019,10.5281/zenodo.2561175,DataCite - Zenodo
10.31228/osf.io/6tck3,Center for Open Science,posted-content,2019-02-12,2019,10.5281/zenodo.2562374,DataCite - Zenodo
10.31221/osf.io/wns25,Center for Open Science,posted-content,2019-05-24,2019,10.5281/zenodo.2573563,DataCite - Zenodo
10.31219/osf.io/46zpt,Center for Open Science,posted-content,2019-02-20,2019,10.5281/zenodo.2573653,DataCite - Zenodo
10.31219/osf.io/7yqad,Center for Open Science,posted-content,2019-02-20,2019,10.5281/zenodo.2573799,DataCite - Zenodo
10.31219/osf.io/e5kcm,Center for Open Science,posted-content,2019-02-21,2019,10.5281/zenodo.2574208,DataCite - Zenodo
10.31219/osf.io/5spxj,Center for Open Science,posted-content,2019-02-21,2019,10.5281/zenodo.2574970,DataCite - Zenodo
10.31219/osf.io/8wt4s,Center for Open Science,posted-content,2019-02-27,2019,10.5281/zenodo.2578463,DataCite - Zenodo
10.31219/osf.io/q3czs,Center for Open Science,posted-content,2019-02-27,2019,10.5281/zenodo.2578475,DataCite - Zenodo
10.31219/osf.io/hyvp3,Center for Open Science,posted-content,2019-02-27,2019,10.5281/zenodo.2578847,DataCite - Zenodo
10.31229/osf.io/fy984,Center for Open Science,posted-content,2019-04-12,2019,10.5281/zenodo.2578907,DataCite - Zenodo
10.31229/osf.io/2s9c3,Center for Open Science,posted-content,2019-04-12,2019,10.5281/zenodo.2578927,DataCite - Zenodo
10.31219/osf.io/xyneu,Center for Open Science,posted-content,2019-02-27,2019,10.5281/zenodo.2579008,DataCite - Zenodo
10.31219/osf.io/feanb,Center for Open Science,posted-content,2019-02-27,2019,10.5281/zenodo.2579158,DataCite - Zenodo
10.31219/osf.io/sqndu,Center for Open Science,posted-content,2019-02-28,2019,10.5281/zenodo.2579598,DataCite - Zenodo
10.31219/osf.io/ds93p,Center for Open Science,posted-content,2019-02-28,2019,10.5281/zenodo.2580226,DataCite - Zenodo
10.31219/osf.io/pf63h,Center for Open Science,posted-content,2019-02-28,2019,10.5281/zenodo.2580303,DataCite - Zenodo
10.31219/osf.io/ewrx4,Center for Open Science,posted-content,2019-02-28,2019,10.5281/zenodo.2580312,DataCite - Zenodo
10.31219/osf.io/nv3fh,Center for Open Science,posted-content,2019-02-28,2019,10.5281/zenodo.2580320,DataCite - Zenodo
10.31219/osf.io/y6ah9,Center for Open Science,posted-content,2019-02-28,2019,10.5281/zenodo.2580323,DataCite - Zenodo
10.31219/osf.io/fgqmn,Center for Open Science,posted-content,2019-02-28,2019,10.5281/zenodo.2580331,DataCite - Zenodo
10.31219/osf.io/vb2cy,Center for Open Science,posted-content,2019-02-28,2019,10.5281/zenodo.2580351,DataCite - Zenodo
10.31219/osf.io/xeyvq,Center for Open Science,posted-content,2019-02-28,2019,10.5281/zenodo.2580360,DataCite - Zenodo
10.31219/osf.io/t86m7,Center for Open Science,posted-content,2019-03-01,2019,10.5281/zenodo.2580549,DataCite - Zenodo
10.20944/preprints201810.0355.v1,MDPI AG,posted-content,2018-10-19,2018,10.5281/zenodo.2580653,DataCite - Zenodo
10.31227/osf.io/jvwkp,Center for Open Science,posted-content,2019-04-27,2019,10.5281/zenodo.2589705,DataCite - Zenodo
10.31220/osf.io/rw6cx,Center for Open Science,posted-content,2019-03-19,2019,10.5281/zenodo.2591540,DataCite - Zenodo
10.31219/osf.io/sb8pm,Center for Open Science,posted-content,2019-03-15,2019,10.5281/zenodo.2594438,DataCite - Zenodo
10.31219/osf.io/c85h6,Center for Open Science,posted-content,2019-03-15,2019,10.5281/zenodo.2594458,DataCite - Zenodo
10.31219/osf.io/yv27u,Center for Open Science,posted-content,2019-03-15,2019,10.5281/zenodo.2594462,DataCite - Zenodo
10.31219/osf.io/rv5jd,Center for Open Science,posted-content,2019-03-15,2019,10.5281/zenodo.2594471,DataCite - Zenodo
10.31219/osf.io/c2kmt,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.260253,DataCite - Zenodo
10.31230/osf.io/vy3kp,Center for Open Science,posted-content,2019-06-27,2019,10.5281/zenodo.2602732,DataCite - Zenodo
10.31221/osf.io/5qfts,Center for Open Science,posted-content,2019-06-04,2019,10.5281/zenodo.2604404,DataCite - Zenodo
10.31219/osf.io/mhbzv,Center for Open Science,posted-content,2019-03-25,2019,10.5281/zenodo.2605264,DataCite - Zenodo
10.31219/osf.io/5293k,Center for Open Science,posted-content,2019-03-29,2019,10.5281/zenodo.2614115,DataCite - Zenodo
10.31219/osf.io/4e37n,Center for Open Science,posted-content,2019-03-29,2019,10.5281/zenodo.2614322,DataCite - Zenodo
10.31219/osf.io/8fudk,Center for Open Science,posted-content,2019-03-29,2019,10.5281/zenodo.2614348,DataCite - Zenodo
10.31219/osf.io/7bgux,Center for Open Science,posted-content,2019-04-01,2019,10.5281/zenodo.2619851,DataCite - Zenodo
10.31219/osf.io/ry6sf,Center for Open Science,posted-content,2019-04-01,2019,10.5281/zenodo.2619951,DataCite - Zenodo
10.31219/osf.io/rmsd8,Center for Open Science,posted-content,2019-04-01,2019,10.5281/zenodo.2620046,DataCite - Zenodo
10.31219/osf.io/pz6yc,Center for Open Science,posted-content,2019-04-05,2019,10.5281/zenodo.2629450,DataCite - Zenodo
10.31219/osf.io/dzgfh,Center for Open Science,posted-content,2019-04-09,2019,10.5281/zenodo.2633681,DataCite - Zenodo
10.31219/osf.io/fmv24,Center for Open Science,posted-content,2019-04-09,2019,10.5281/zenodo.2633689,DataCite - Zenodo
10.31219/osf.io/taf3e,Center for Open Science,posted-content,2019-04-17,2019,10.5281/zenodo.2643047,DataCite - Zenodo
10.31219/osf.io/kup68,Center for Open Science,posted-content,2019-04-17,2019,10.5281/zenodo.2643055,DataCite - Zenodo
10.31219/osf.io/qv3df,Center for Open Science,posted-content,2019-04-17,2019,10.5281/zenodo.2643062,DataCite - Zenodo
10.31221/osf.io/7udp2,Center for Open Science,posted-content,2019-05-24,2019,10.5281/zenodo.2644985,DataCite - Zenodo
10.31219/osf.io/p8zfc,Center for Open Science,posted-content,2019-04-26,2019,10.5281/zenodo.2651712,DataCite - Zenodo
10.31219/osf.io/vsqk5,Center for Open Science,posted-content,2019-04-26,2019,10.5281/zenodo.2652183,DataCite - Zenodo
10.31219/osf.io/56pfw,Center for Open Science,posted-content,2019-04-26,2019,10.5281/zenodo.2652223,DataCite - Zenodo
10.31219/osf.io/3j7hy,Center for Open Science,posted-content,2019-04-26,2019,10.5281/zenodo.2652236,DataCite - Zenodo
10.31219/osf.io/tnzd5,Center for Open Science,posted-content,2019-04-27,2019,10.5281/zenodo.2652842,DataCite - Zenodo
10.31227/osf.io/5mrud,Center for Open Science,posted-content,2019-05-28,2019,10.5281/zenodo.2652859,DataCite - Zenodo
10.31219/osf.io/trxn7,Center for Open Science,posted-content,2019-04-29,2019,10.5281/zenodo.2653254,DataCite - Zenodo
10.31219/osf.io/qmrey,Center for Open Science,posted-content,2019-05-01,2019,10.5281/zenodo.2656214,DataCite - Zenodo
10.31227/osf.io/89x2c,Center for Open Science,posted-content,2019-07-10,2019,10.5281/zenodo.2678063,DataCite - Zenodo
10.31227/osf.io/m3d2x,Center for Open Science,posted-content,2019-07-10,2019,10.5281/zenodo.2678069,DataCite - Zenodo
10.31219/osf.io/de7h4,Center for Open Science,posted-content,2019-05-12,2019,10.5281/zenodo.2765399,DataCite - Zenodo
10.31219/osf.io/3mhcr,Center for Open Science,posted-content,2019-05-12,2019,10.5281/zenodo.2766839,DataCite - Zenodo
10.31219/osf.io/5yex2,Center for Open Science,posted-content,2019-05-12,2019,10.5281/zenodo.2769516,DataCite - Zenodo
10.31230/osf.io/vps62,Center for Open Science,posted-content,2019-06-27,2019,10.5281/zenodo.2809392,DataCite - Zenodo
10.31219/osf.io/4z2bu,Center for Open Science,posted-content,2019-05-14,2019,10.5281/zenodo.2813657,DataCite - Zenodo
10.31219/osf.io/8xmak,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.290272,DataCite - Zenodo
10.31219/osf.io/jwkmq,Center for Open Science,posted-content,2019-05-25,2019,10.5281/zenodo.3228559,DataCite - Zenodo
10.31219/osf.io/4bkae,Center for Open Science,posted-content,2019-05-27,2019,10.5281/zenodo.3229745,DataCite - Zenodo
10.31219/osf.io/w63xf,Center for Open Science,posted-content,2019-06-01,2019,10.5281/zenodo.3236729,DataCite - Zenodo
10.31219/osf.io/kw9c4,Center for Open Science,posted-content,2019-06-01,2019,10.5281/zenodo.3236746,DataCite - Zenodo
10.31219/osf.io/b5ng9,Center for Open Science,posted-content,2019-06-01,2019,10.5281/zenodo.3236755,DataCite - Zenodo
10.31219/osf.io/89qd4,Center for Open Science,posted-content,2019-06-05,2019,10.5281/zenodo.3238839,DataCite - Zenodo
10.31219/osf.io/xgm4t,Center for Open Science,posted-content,2019-06-06,2019,10.5281/zenodo.3240461,DataCite - Zenodo
10.31219/osf.io/ytue7,Center for Open Science,posted-content,2019-06-07,2019,10.5281/zenodo.3240717,DataCite - Zenodo
10.31219/osf.io/emf7a,Center for Open Science,posted-content,2019-06-07,2019,10.5281/zenodo.3240727,DataCite - Zenodo
10.31219/osf.io/b2a4s,Center for Open Science,posted-content,2019-06-07,2019,10.5281/zenodo.3240735,DataCite - Zenodo
10.31219/osf.io/aj62u,Center for Open Science,posted-content,2019-06-07,2019,10.5281/zenodo.3240898,DataCite - Zenodo
10.31219/osf.io/vzk2b,Center for Open Science,posted-content,2019-06-09,2019,10.5281/zenodo.3241935,DataCite - Zenodo
10.31219/osf.io/dntf6,Center for Open Science,posted-content,2019-06-09,2019,10.5281/zenodo.3241937,DataCite - Zenodo
10.31219/osf.io/kvb8q,Center for Open Science,posted-content,2019-06-09,2019,10.5281/zenodo.3241939,DataCite - Zenodo
10.31219/osf.io/kjn7q,Center for Open Science,posted-content,2019-06-09,2019,10.5281/zenodo.3241942,DataCite - Zenodo
10.31221/osf.io/8byuc,Center for Open Science,posted-content,2019-12-24,2019,10.5281/zenodo.3243157,DataCite - Zenodo
10.31219/osf.io/t2f78,Center for Open Science,posted-content,2019-06-12,2019,10.5281/zenodo.3243706,DataCite - Zenodo
10.31219/osf.io/jmwp9,Center for Open Science,posted-content,2019-06-12,2019,10.5281/zenodo.3243753,DataCite - Zenodo
10.31219/osf.io/nxmyk,Center for Open Science,posted-content,2019-06-19,2019,10.5281/zenodo.3249508,DataCite - Zenodo
10.31219/osf.io/tcsf4,Center for Open Science,posted-content,2019-06-25,2019,10.5281/zenodo.3255133,DataCite - Zenodo
10.31219/osf.io/crjge,Center for Open Science,posted-content,2019-06-25,2019,10.5281/zenodo.3255143,DataCite - Zenodo
10.31219/osf.io/94p8r,Center for Open Science,posted-content,2019-06-26,2019,10.5281/zenodo.3257612,DataCite - Zenodo
10.31219/osf.io/ajurt,Center for Open Science,posted-content,2019-06-28,2019,10.5281/zenodo.3258909,DataCite - Zenodo
10.31219/osf.io/29yjv,Center for Open Science,posted-content,2019-06-28,2019,10.5281/zenodo.3258915,DataCite - Zenodo
10.31219/osf.io/e2g5f,Center for Open Science,posted-content,2019-06-28,2019,10.5281/zenodo.3260211,DataCite - Zenodo
10.31219/osf.io/brq3h,Center for Open Science,posted-content,2019-06-29,2019,10.5281/zenodo.3262191,DataCite - Zenodo
10.31219/osf.io/thufg,Center for Open Science,posted-content,2019-06-29,2019,10.5281/zenodo.3262213,DataCite - Zenodo
10.31219/osf.io/a4xkb,Center for Open Science,posted-content,2019-06-30,2019,10.5281/zenodo.3263834,DataCite - Zenodo
10.31219/osf.io/sc8xb,Center for Open Science,posted-content,2019-06-30,2019,10.5281/zenodo.3263850,DataCite - Zenodo
10.31219/osf.io/2fv4m,Center for Open Science,posted-content,2019-06-30,2019,10.5281/zenodo.3263872,DataCite - Zenodo
10.31219/osf.io/bmvgj,Center for Open Science,posted-content,2019-06-30,2019,10.5281/zenodo.3263874,DataCite - Zenodo
10.31219/osf.io/uapvg,Center for Open Science,posted-content,2019-06-30,2019,10.5281/zenodo.3263881,DataCite - Zenodo
10.31219/osf.io/y5egd,Center for Open Science,posted-content,2019-06-30,2019,10.5281/zenodo.3263887,DataCite - Zenodo
10.31219/osf.io/n9krx,Center for Open Science,posted-content,2019-07-01,2019,10.5281/zenodo.3264009,DataCite - Zenodo
10.31219/osf.io/u5yxe,Center for Open Science,posted-content,2019-07-02,2019,10.5281/zenodo.3265474,DataCite - Zenodo
10.31230/osf.io/kreh3,Center for Open Science,posted-content,2019-10-22,2019,10.5281/zenodo.3338094,DataCite - Zenodo
10.31230/osf.io/n3ms9,Center for Open Science,posted-content,2019-10-22,2019,10.5281/zenodo.3338118,DataCite - Zenodo
10.31219/osf.io/6ta5q,Center for Open Science,posted-content,2019-07-19,2019,10.5281/zenodo.3342041,DataCite - Zenodo
10.31219/osf.io/mjydp,Center for Open Science,posted-content,2019-07-19,2019,10.5281/zenodo.3342058,DataCite - Zenodo
10.31219/osf.io/p5wb4,Center for Open Science,posted-content,2019-07-19,2019,10.5281/zenodo.3342075,DataCite - Zenodo
10.31219/osf.io/p3r8m,Center for Open Science,posted-content,2019-07-23,2019,10.5281/zenodo.3346984,DataCite - Zenodo
10.31219/osf.io/jx6tg,Center for Open Science,posted-content,2019-07-30,2019,10.5281/zenodo.3355121,DataCite - Zenodo
10.31219/osf.io/bt8qh,Center for Open Science,posted-content,2019-07-30,2019,10.5281/zenodo.3355270,DataCite - Zenodo
10.31219/osf.io/23v8z,Center for Open Science,posted-content,2019-07-30,2019,10.5281/zenodo.3355392,DataCite - Zenodo
10.31219/osf.io/zbq8v,Center for Open Science,posted-content,2019-09-09,2019,10.5281/zenodo.3355787,DataCite - Zenodo
10.31221/osf.io/63cpd,Center for Open Science,posted-content,2019-12-24,2019,10.5281/zenodo.3361011,DataCite - Zenodo
10.31221/osf.io/7r3nz,Center for Open Science,posted-content,2019-12-11,2019,10.5281/zenodo.3361022,DataCite - Zenodo
10.31221/osf.io/dsm2w,Center for Open Science,posted-content,2019-12-11,2019,10.5281/zenodo.3361114,DataCite - Zenodo
10.31221/osf.io/af53t,Center for Open Science,posted-content,2019-12-11,2019,10.5281/zenodo.3364199,DataCite - Zenodo
10.31219/osf.io/8xwp6,Center for Open Science,posted-content,2019-08-25,2019,10.5281/zenodo.3376797,DataCite - Zenodo
10.31227/osf.io/3gtr4,Center for Open Science,posted-content,2019-09-12,2019,10.5281/zenodo.3406210,DataCite - Zenodo
10.31219/osf.io/u6msf,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.345428,DataCite - Zenodo
10.31227/osf.io/vpkj8,Center for Open Science,posted-content,2019-12-02,2019,10.5281/zenodo.3459962,DataCite - Zenodo
10.31227/osf.io/tnea3,Center for Open Science,posted-content,2019-12-02,2019,10.5281/zenodo.3459964,DataCite - Zenodo
10.31219/osf.io/wtuax,Center for Open Science,posted-content,2019-10-06,2019,10.5281/zenodo.3473907,DataCite - Zenodo
10.31219/osf.io/da7jh,Center for Open Science,posted-content,2019-10-06,2019,10.5281/zenodo.3474288,DataCite - Zenodo
10.31219/osf.io/myzjf,Center for Open Science,posted-content,2019-10-06,2019,10.5281/zenodo.3474302,DataCite - Zenodo
10.31230/osf.io/6sdhu,Center for Open Science,posted-content,2019-12-09,2019,10.5281/zenodo.3477893,DataCite - Zenodo
10.31219/osf.io/2jfh6,Center for Open Science,posted-content,2019-10-13,2019,10.5281/zenodo.3484109,DataCite - Zenodo
10.31219/osf.io/q5v3y,Center for Open Science,posted-content,2019-10-13,2019,10.5281/zenodo.3484114,DataCite - Zenodo
10.31219/osf.io/kpg6b,Center for Open Science,posted-content,2019-10-14,2019,10.5281/zenodo.3488623,DataCite - Zenodo
10.31219/osf.io/p8kaw,Center for Open Science,posted-content,2019-10-14,2019,10.5281/zenodo.3489007,DataCite - Zenodo
10.31219/osf.io/73jq2,Center for Open Science,posted-content,2019-10-14,2019,10.5281/zenodo.3489180,DataCite - Zenodo
10.31230/osf.io/m94yg,Center for Open Science,posted-content,2019-10-22,2019,10.5281/zenodo.3515989,DataCite - Zenodo
10.31230/osf.io/ng39w,Center for Open Science,posted-content,2019-10-22,2019,10.5281/zenodo.3516014,DataCite - Zenodo
10.31230/osf.io/jhqvu,Center for Open Science,posted-content,2019-10-22,2019,10.5281/zenodo.3516107,DataCite - Zenodo
10.31221/osf.io/u5hqc,Center for Open Science,posted-content,2019-12-11,2019,10.5281/zenodo.3516381,DataCite - Zenodo
10.31219/osf.io/27s6h,Center for Open Science,posted-content,2019-10-23,2019,10.5281/zenodo.3516395,DataCite - Zenodo
10.31219/osf.io/e4wfm,Center for Open Science,posted-content,2019-10-23,2019,10.5281/zenodo.3516406,DataCite - Zenodo
10.31221/osf.io/w3fht,Center for Open Science,posted-content,2019-12-11,2019,10.5281/zenodo.3516551,DataCite - Zenodo
10.31221/osf.io/e34md,Center for Open Science,posted-content,2019-12-11,2019,10.5281/zenodo.3516553,DataCite - Zenodo
10.31221/osf.io/kwe8x,Center for Open Science,posted-content,2019-12-11,2019,10.5281/zenodo.3516565,DataCite - Zenodo
10.31219/osf.io/jt32g,Center for Open Science,posted-content,2019-10-25,2019,10.5281/zenodo.3519329,DataCite - Zenodo
10.31219/osf.io/bs8fx,Center for Open Science,posted-content,2019-10-26,2019,10.5281/zenodo.3519822,DataCite - Zenodo
10.31219/osf.io/m2jnx,Center for Open Science,posted-content,2019-10-26,2019,10.5281/zenodo.3519827,DataCite - Zenodo
10.31219/osf.io/t3ub2,Center for Open Science,posted-content,2019-10-26,2019,10.5281/zenodo.3519832,DataCite - Zenodo
10.31219/osf.io/3yvd6,Center for Open Science,posted-content,2019-10-26,2019,10.5281/zenodo.3519853,DataCite - Zenodo
10.31219/osf.io/yhuvm,Center for Open Science,posted-content,2019-10-26,2019,10.5281/zenodo.3519867,DataCite - Zenodo
10.31219/osf.io/9behw,Center for Open Science,posted-content,2019-10-28,2019,10.5281/zenodo.3520417,DataCite - Zenodo
10.31221/osf.io/dxkt5,Center for Open Science,posted-content,2019-12-09,2019,10.5281/zenodo.3524704,DataCite - Zenodo
10.31221/osf.io/vawz8,Center for Open Science,posted-content,2019-12-09,2019,10.5281/zenodo.3528019,DataCite - Zenodo
10.31235/osf.io/h4e53,Center for Open Science,posted-content,2019-12-10,2019,10.5281/zenodo.3566968,DataCite - Zenodo
10.31235/osf.io/59gpd,Center for Open Science,posted-content,2019-12-10,2019,10.5281/zenodo.3567115,DataCite - Zenodo
10.31235/osf.io/qnd2z,Center for Open Science,posted-content,2019-12-19,2019,10.5281/zenodo.3569814,DataCite - Zenodo
10.31227/osf.io/y8ez4,Center for Open Science,posted-content,2020-01-15,2020,10.5281/zenodo.3606955,DataCite - Zenodo
10.31235/osf.io/w5fxe,Center for Open Science,posted-content,2020-03-02,2020,10.5281/zenodo.3635961,DataCite - Zenodo
10.31230/osf.io/6uv82,Center for Open Science,posted-content,2020-03-04,2020,10.5281/zenodo.3639005,DataCite - Zenodo
10.31219/osf.io/gfyz3,Center for Open Science,posted-content,2020-03-19,2020,10.5281/zenodo.3701884,DataCite - Zenodo
10.31219/osf.io/nq6z8,Center for Open Science,posted-content,2020-03-27,2020,10.5281/zenodo.3744396,DataCite - Zenodo
10.31219/osf.io/k8r7m,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.375973,DataCite - Zenodo
10.31237/osf.io/w3xta,Center for Open Science,posted-content,2020-06-14,2020,10.5281/zenodo.3890652,DataCite - Zenodo
10.31235/osf.io/u9f4v,Center for Open Science,posted-content,2021-01-21,2021,10.5281/zenodo.3898206,DataCite - Zenodo
10.20944/preprints201909.0134.v1,MDPI AG,posted-content,2019-09-16,2019,10.5281/zenodo.3903242,DataCite - Zenodo
10.20944/preprints202006.0335.v1,MDPI AG,posted-content,2020-06-28,2020,10.5281/zenodo.3912021,DataCite - Zenodo
10.31235/osf.io/e5dc2,Center for Open Science,posted-content,2020-07-21,2020,10.5281/zenodo.3950340,DataCite - Zenodo
10.31235/osf.io/67ctu,Center for Open Science,posted-content,2021-01-21,2021,10.5281/zenodo.3950761,DataCite - Zenodo
10.31219/osf.io/2p5u8,Center for Open Science,posted-content,2021-05-24,2021,10.5281/zenodo.3953324,DataCite - Zenodo
10.31219/osf.io/g9uas,Center for Open Science,posted-content,2020-08-03,2020,10.5281/zenodo.3971128,DataCite - Zenodo
10.26434/chemrxiv.13332464.v1,American Chemical Society (ACS),posted-content,2020-12-07,2020,10.5281/zenodo.3975735,DataCite - Zenodo
10.31219/osf.io/e9tjx,Center for Open Science,posted-content,2021-03-20,2021,10.5281/zenodo.3980122,DataCite - Zenodo
10.31219/osf.io/tx2ed,Center for Open Science,posted-content,2020-08-08,2020,10.5281/zenodo.3980246,DataCite - Zenodo
10.31234/osf.io/pfn2s,Center for Open Science,posted-content,2020-11-25,2020,10.5281/zenodo.3999567,DataCite - Zenodo
10.31219/osf.io/ef6dp,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.400091,DataCite - Zenodo
10.31219/osf.io/jkbtc,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.400832,DataCite - Zenodo
10.31235/osf.io/skncj,Center for Open Science,posted-content,2021-01-21,2021,10.5281/zenodo.4010179,DataCite - Zenodo
10.31219/osf.io/76k8r,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4017993,DataCite - Zenodo
10.31219/osf.io/ybxgd,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4018012,DataCite - Zenodo
10.31219/osf.io/djskn,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4018036,DataCite - Zenodo
10.31219/osf.io/bks86,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4018255,DataCite - Zenodo
10.31219/osf.io/9exaj,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4018340,DataCite - Zenodo
10.31234/osf.io/23wj4,Center for Open Science,posted-content,2020-11-25,2020,10.5281/zenodo.4027218,DataCite - Zenodo
10.31235/osf.io/6ndjq,Center for Open Science,posted-content,2020-11-26,2020,10.5281/zenodo.4028474,DataCite - Zenodo
10.31219/osf.io/vrmaz,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4032367,DataCite - Zenodo
10.31219/osf.io/b2phg,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4042902,DataCite - Zenodo
10.31235/osf.io/wdmtn,Center for Open Science,posted-content,2021-01-20,2021,10.5281/zenodo.4044824,DataCite - Zenodo
10.31235/osf.io/u3rn7,Center for Open Science,posted-content,2021-01-20,2021,10.5281/zenodo.4047716,DataCite - Zenodo
10.35542/osf.io/ad39g,Center for Open Science,posted-content,2020-11-10,2020,10.5281/zenodo.4057223,DataCite - Zenodo
10.35542/osf.io/muyqs,Center for Open Science,posted-content,2020-12-23,2020,10.5281/zenodo.4057253,DataCite - Zenodo
10.35542/osf.io/ufm9r,Center for Open Science,posted-content,2020-12-23,2020,10.5281/zenodo.4057282,DataCite - Zenodo
10.35542/osf.io/t82xa,Center for Open Science,posted-content,2020-12-23,2020,10.5281/zenodo.4057613,DataCite - Zenodo
10.35542/osf.io/wzanv,Center for Open Science,posted-content,2020-12-23,2020,10.5281/zenodo.4057844,DataCite - Zenodo
10.35542/osf.io/dmu4c,Center for Open Science,posted-content,2020-12-23,2020,10.5281/zenodo.4057859,DataCite - Zenodo
10.31235/osf.io/5a4hm,Center for Open Science,posted-content,2021-01-20,2021,10.5281/zenodo.4058465,DataCite - Zenodo
10.26434/chemrxiv.13109747.v1,American Chemical Society (ACS),posted-content,2020-11-12,2020,10.5281/zenodo.4106082,DataCite - Zenodo
10.31219/osf.io/2jy5e,Center for Open Science,posted-content,2020-10-28,2020,10.5281/zenodo.4136942,DataCite - Zenodo
10.31234/osf.io/ewm82,Center for Open Science,posted-content,2020-11-07,2020,10.5281/zenodo.4252486,DataCite - Zenodo
10.31219/osf.io/tsa4y,Center for Open Science,posted-content,2020-11-24,2020,10.5281/zenodo.4277547,DataCite - Zenodo
10.31219/osf.io/yab92,Center for Open Science,posted-content,2020-11-24,2020,10.5281/zenodo.4278090,DataCite - Zenodo
10.31219/osf.io/8vhne,Center for Open Science,posted-content,2020-11-24,2020,10.5281/zenodo.4279512,DataCite - Zenodo
10.31219/osf.io/637ry,Center for Open Science,posted-content,2020-11-24,2020,10.5281/zenodo.4284347,DataCite - Zenodo
10.20944/preprints202007.0258.v1,MDPI AG,posted-content,2020-07-13,2020,10.5281/zenodo.4297242,DataCite - Zenodo
10.26434/chemrxiv.13292768,American Chemical Society (ACS),posted-content,2020-11-27,2020,10.5281/zenodo.4307998,DataCite - Zenodo
10.31219/osf.io/qf6zu,Center for Open Science,posted-content,2020-12-13,2020,10.5281/zenodo.4319255,DataCite - Zenodo
10.26434/chemrxiv.11869026,American Chemical Society (ACS),posted-content,2020-02-20,2020,10.5281/zenodo.4321168,DataCite - Zenodo
